357,295,62
310,287,23
534,243,291
379,253,126
787,232,555
1260,1239,21
1317,1309,8
1421,1330,91
1354,1332,22
1366,1351,15
1472,1322,150
1585,1112,473
664,659,5
422,322,100
995,992,3
913,907,6
1403,1238,165
245,223,22
1381,1126,255
1169,1159,10
1128,1118,10
2240,1231,1009
229,205,24
274,264,10
228,218,10
256,250,6
1101,1096,5
1179,1076,103
922,919,3
1018,975,43
2201,988,1213
1091,1081,10
189,177,12
1498,1077,421
893,886,7
928,918,10
217,201,16
1669,235,1434
881,865,16
919,888,31
1858,971,887
232,230,2
298,224,74
215,213,2
311,224,87
939,932,7
207,195,12
2042,966,1076
227,221,6
1790,212,1578
1294,1034,260
1022,1016,6
950,944,6
1045,1042,3
2077,967,1110
1036,1023,13
1084,1067,17
1101,1092,9
210,199,11
204,193,11
246,212,34
302,195,107
190,183,7
1068,967,101
230,216,14
512,211,301
551,178,373
575,189,386
1100,1092,8
1084,991,93
1738,983,755
298,216,82
244,198,46
1374,985,389
1102,964,138
170,153,17
976,969,7
251,238,13
1275,1042,233
975,972,3
227,225,2
1316,1027,289
1009,1000,9
1076,1073,3
1005,1001,4
220,207,13
1542,1010,532
233,205,28
1361,1042,319
730,207,523
203,199,4
1651,940,711
698,235,463
239,229,10
288,187,101
1083,1060,23
1187,1173,14
292,274,18
1509,1111,398
229,223,6
1585,1109,476
1117,1110,7
1185,1162,23
1017,244,773
323,227,96
246,213,33
1051,1048,3
227,221,6
708,260,448
227,211,16
588,586,2
846,838,8
290,282,8
1248,251,997
306,178,128
1278,829,449
2258,1151,1107
196,194,2
203,197,6
1279,1166,113
194,190,4
607,211,396
222,205,17
557,216,341
1262,934,328
978,232,746
992,190,802
237,222,15
984,973,11
251,189,62
246,229,17
1166,949,217
1747,983,764
338,321,17
299,212,87
1533,1085,448
825,226,599
1111,1098,13
1220,1205,15
229,223,6
374,191,183
1221,1200,21
518,184,334
1046,997,49
1792,980,812
403,176,227
1429,983,446
919,914,5
160,156,4
225,205,20
929,919,10
958,903,55
1130,1088,42
945,924,21
126,124,2
869,234,635
1534,1099,435
792,251,541
997,976,21
576,220,356
365,205,160
1148,1142,6
1031,1026,5
269,249,20
1214,1188,26
852,202,650
286,268,18
1069,1044,25
1034,1014,20
282,232,50
238,235,3
1610,989,621
1078,1059,19
269,259,10
392,223,169
1075,1059,16
251,229,22
1059,1048,11
1218,1144,74
985,976,9
1185,1105,80
771,181,590
217,208,9
844,205,639
838,204,634
1989,967,1022
1016,988,28
443,216,227
968,965,3
1030,1017,13
312,200,112
182,179,3
1612,884,728
806,192,614
1047,1041,6
1358,926,432
1138,1009,129
181,173,8
684,258,426
210,192,18
205,199,6
980,963,17
926,921,5
206,184,22
234,228,6
973,955,18
533,197,336
704,197,507
521,221,300
183,174,9
996,897,99
937,915,22
1805,882,923
1306,1003,303
250,242,8
270,249,21
259,252,7
1480,1122,358
1036,1030,6
1048,1046,2
2310,1135,1175
218,208,10
1098,1096,2
1098,1088,10
193,182,11
253,219,34
207,197,10
502,196,306
1094,1064,30
1043,1011,32
219,199,20
1077,1012,65
1168,1148,20
251,244,7
1406,994,412
943,917,26
1180,1137,43
197,189,8
1054,1024,30
1064,1048,16
1819,1044,775
1994,1063,931
246,226,20
219,195,24
198,181,17
953,942,11
207,181,26
1744,1035,709
1025,1016,9
1084,1019,65
187,155,32
273,266,7
630,255,375
969,964,5
218,207,11
2232,950,1282
945,938,7
1440,224,1216
250,243,7
559,205,354
962,941,21
1013,996,17
236,225,11
248,219,29
1138,955,183
975,925,50
2031,1005,1026
221,193,28
206,203,3
195,183,12
221,210,11
530,196,334
354,252,102
351,224,127
987,981,6
256,227,29
1110,1058,52
230,213,17
254,248,6
1074,1070,4
1057,1033,24
1470,1107,363
370,262,108
1022,1019,3
379,231,148
1055,1043,12
1214,1109,105
1128,1124,4
1154,1144,10
827,257,570
1144,1129,15
256,224,32
1499,950,549
1161,1135,26
1085,1019,66
338,163,175
1222,1040,182
1010,991,19
1141,1049,92
265,247,18
674,240,434
1604,1053,551
327,215,112
1136,1130,6
1340,1179,161
321,262,59
1125,1123,2
251,224,27
1179,1176,3
213,203,10
1602,1106,496
1630,1115,515
1025,1007,18
1188,1040,148
1095,1086,9
239,229,10
470,270,200
1068,1066,2
1126,1120,6
1260,1254,6
1096,1085,11
1107,1104,3
1150,1136,14
404,208,196
1302,1137,165
610,233,377
1224,1135,89
320,205,115
219,186,33
825,819,6
408,238,170
989,975,14
1245,1089,156
1162,1002,160
231,225,6
648,232,416
868,257,611
365,237,128
1122,1111,11
1395,1073,322
1300,1067,233
226,215,11
1079,1075,4
1059,863,196
228,220,8
881,875,6
362,191,171
1598,1155,443
237,231,6
478,190,288
363,205,158
220,214,6
364,173,191
358,194,164
970,948,22
1389,938,451
969,965,4
446,179,267
204,196,8
300,240,60
183,180,3
1135,1090,45
955,826,129
1762,998,764
719,172,547
221,195,26
235,223,12
1430,897,533
727,243,484
1561,984,577
1560,866,694
820,784,36
1269,874,395
1134,1124,10
1102,1094,8
201,188,13
294,210,84
1086,1082,4
1136,1124,12
886,180,706
1144,1062,82
1111,959,152
210,200,10
1050,1044,6
1373,903,470
652,200,452
876,873,3
638,184,454
980,974,6
973,960,13
932,227,705
226,216,10
1640,1007,633
267,256,11
1109,1105,4
340,235,105
1108,1099,9
562,190,372
1239,972,267
208,198,10
992,973,19
237,226,11
1057,1049,8
590,182,408
593,211,382
1370,952,418
246,243,3
519,186,333
546,188,358
939,921,18
1209,926,283
899,885,14
411,245,166
599,201,398
380,208,172
1316,970,346
794,249,545
713,208,505
1014,1005,9
1292,979,313
210,200,10
221,200,21
226,222,4
288,279,9
1034,1029,5
1165,1156,9
1653,1102,551
979,967,12
1608,963,645
329,216,113
1715,1055,660
208,184,24
1238,1065,173
1078,1054,24
1985,1059,926
226,208,18
224,215,9
255,227,28
209,200,9
337,220,117
1007,998,9
1197,1025,172
247,233,14
676,193,483
359,221,138
1320,1038,282
1364,1032,332
193,175,18
898,821,77
1694,964,730
237,220,17
1053,1046,7
963,253,710
315,236,79
1109,219,890
989,974,15
1080,1043,37
584,224,360
255,247,8
1088,915,173
968,939,29
533,217,316
1330,980,350
486,207,279
239,234,5
1098,1079,19
873,863,10
1416,1006,410
1459,1088,371
963,951,12
312,261,51
924,915,9
905,902,3
1635,1058,577
703,202,501
1225,1074,151
1079,1072,7
1101,1073,28
1087,847,240
464,226,238
275,232,43
1356,1067,289
1207,1084,123
310,224,86
228,215,13
1065,1058,7
1285,1085,200
311,240,71
251,246,5
196,187,9
1102,1099,3
1232,1012,220
140,134,6
1078,989,89
336,196,140
1057,1012,45
337,225,112
1149,1003,146
250,240,10
241,233,8
362,248,114
981,933,48
282,269,13
1226,1061,165
1102,958,144
270,264,6
1042,994,48
1002,996,6
276,264,12
249,234,15
770,217,553
1215,1026,189
211,204,7
241,230,11
769,234,535
1051,1000,51
253,199,54
1096,1092,4
486,239,247
976,973,3
197,191,6
225,215,10
261,229,32
289,271,18
239,184,55
311,226,85
299,285,14
1040,996,44
239,231,8
929,927,2
388,239,149
203,124,79
995,987,8
1229,982,247
1046,1038,8
1662,1058,604
986,977,9
1053,1047,6
