252,236,16
223,212,11
240,224,16
269,248,21
359,263,96
285,276,9
506,248,258
262,198,64
240,205,35
296,293,3
1145,1100,45
1171,1142,29
1398,1144,254
1207,1203,4
1205,1189,16
1401,1206,195
949,213,736
1338,1327,11
1198,1192,6
334,222,112
263,254,9
256,249,7
273,258,15
1205,1196,9
389,266,123
1302,1295,7
1275,1269,6
314,308,6
1212,1188,24
499,353,146
320,284,36
576,275,301
1361,1354,7
1402,1340,62
1383,1373,10
346,265,81
904,297,607
266,254,12
1041,188,853
736,236,500
1485,992,493
1443,1323,120
412,249,163
247,244,3
330,213,117
1124,1115,9
475,186,289
278,272,6
139,134,5
220,216,4
1157,1135,22
606,208,398
1119,1117,2
1109,1106,3
190,173,17
819,236,583
314,195,119
1402,1124,278
1533,224,1309
248,245,3
209,170,39
239,229,10
1099,1090,9
1052,1047,5
979,977,2
996,988,8
1177,1070,107
255,245,10
190,186,4
921,918,3
206,193,13
160,145,15
1802,826,976
1021,210,811
232,219,13
595,174,421
489,180,309
167,160,7
1555,238,1317
144,135,9
861,852,9
218,214,4
268,264,4
231,223,8
2217,934,1283
1000,991,9
637,212,425
532,207,325
242,230,12
405,238,167
249,224,25
974,963,11
974,966,8
174,150,24
2312,1024,1288
541,193,348
1056,209,847
980,966,14
1750,1057,693
884,879,5
1773,982,791
1780,983,797
243,220,23
1047,1038,9
265,262,3
500,201,299
1087,181,906
532,230,302
1175,189,986
2138,887,1251
1018,1001,17
1807,875,932
656,212,444
2071,975,1096
1427,985,442
1057,1041,16
524,213,311
678,187,491
304,277,27
1531,956,575
1608,995,613
1498,1092,406
473,235,238
303,240,63
210,191,19
345,214,131
1088,1052,36
295,197,98
224,221,3
2145,1032,1113
237,220,17
1424,1090,334
1676,1142,534
256,241,15
1202,1095,107
1034,1028,6
1243,1085,158
728,311,417
1924,1082,842
401,238,163
471,255,216
1949,1178,771
341,280,61
1481,1058,423
193,183,10
281,268,13
946,921,25
204,194,10
1794,1048,746
1044,1031,13
1677,1091,586
1062,991,71
1055,1046,9
426,234,192
988,983,5
1036,986,50
317,223,94
295,267,28
593,208,385
239,235,4
391,272,119
1381,1081,300
257,254,3
